policy,label,tp,fp,fn,precision,recall,f1
minimal,E_MAIL,39,0,0,1.000000,1.000000,1.000000
minimal,IBAN,2,0,0,1.000000,1.000000,1.000000
minimal,IP_ADRESSE,2,0,0,1.000000,1.000000,1.000000
minimal,PER,123,0,0,1.000000,1.000000,1.000000
minimal,STRASSE,21,1,1,0.954545,0.954545,0.954545
minimal,TELEFON,20,0,0,1.000000,1.000000,1.000000
