policy,label,tp,fp,fn,precision,recall,f1
minimal,E_MAIL,39,0,0,1.000000,1.000000,1.000000
minimal,IBAN,2,0,0,1.000000,1.000000,1.000000
minimal,IP_ADRESSE,2,0,0,1.000000,1.000000,1.000000
minimal,PER,108,0,15,1.000000,0.878049,0.935065
minimal,STRASSE,22,0,0,1.000000,1.000000,1.000000
minimal,TELEFON,20,0,0,1.000000,1.000000,1.000000
